
23;2021-11-17 10:36:30.326876
34;2021-11-17 10:36:31.411420
29;2021-11-17 10:36:32.483464
25;2021-11-17 10:36:33.590829
25;2021-11-17 10:36:35.148064
26;2021-11-17 10:36:37.131753
37;2021-11-17 10:36:39.162227
41;2021-11-17 10:36:41.059030
32;2021-11-17 10:36:42.143120
22;2021-11-17 10:36:44.114962
30;2021-11-17 10:36:46.156642
25;2021-11-17 10:36:48.155689
20;2021-11-17 10:36:50.136680
38;2021-11-17 10:36:52.144200
29;2021-11-17 10:36:54.132795
45;2021-11-17 10:36:56.129184
45;2021-11-17 10:36:58.135150
31;2021-11-17 10:37:00.161433
33;2021-11-17 10:37:02.138745
35;2021-11-17 10:37:04.157925
35;2021-11-17 10:37:06.158344
31;2021-11-17 10:37:08.167435
42;2021-11-17 10:37:10.156187
41;2021-11-17 10:37:12.164613
31;2021-11-17 10:37:14.157550
42;2021-11-17 10:37:16.156146
42;2021-11-17 10:37:18.132025
33;2021-11-17 10:37:20.133036
28;2021-11-17 10:37:22.155654
31;2021-11-17 10:37:24.154293
39;2021-11-17 10:37:26.156180
33;2021-11-17 10:37:28.149486
41;2021-11-17 10:37:30.146437
26;2021-11-17 10:37:32.130221
23;2021-11-17 10:37:34.149756
31;2021-11-17 10:37:36.155225
35;2021-11-17 10:37:38.139308
26;2021-11-17 10:37:40.190360
37;2021-11-17 10:37:42.140026
44;2021-11-17 10:37:44.144350
40;2021-11-17 10:37:46.149074
32;2021-11-17 10:37:48.147738
42;2021-11-17 10:37:50.139499
28;2021-11-17 10:37:52.158439
20;2021-11-17 10:37:54.174464
45;2021-11-17 10:37:56.134991
21;2021-11-17 10:37:58.150039
28;2021-11-17 10:38:00.130428
43;2021-11-17 10:38:02.219547
35;2021-11-17 10:38:04.117339
41;2021-11-17 10:38:06.146045
24;2021-11-17 10:38:08.208264
42;2021-11-17 10:38:10.165186
38;2021-11-17 10:38:12.143154
38;2021-11-17 10:38:14.162417
34;2021-11-17 10:38:16.126686
41;2021-11-17 10:38:18.218247
35;2021-11-17 10:38:20.140003
45;2021-11-17 10:38:22.155875
31;2021-11-17 10:38:24.144653
40;2021-11-17 10:38:26.132151
28;2021-11-17 10:38:28.153873
45;2021-11-17 10:38:30.130951
45;2021-11-17 10:38:32.147457
29;2021-11-17 10:38:34.145825
27;2021-11-17 10:38:36.131349
44;2021-11-17 10:38:38.144925
28;2021-11-17 10:38:40.148379
34;2021-11-17 10:38:42.145892
21;2021-11-17 10:38:44.147984
45;2021-11-17 10:38:46.147064
32;2021-11-17 10:38:48.137450
20;2021-11-17 10:38:50.140795
32;2021-11-17 10:38:52.136963
35;2021-11-17 10:38:54.188960
39;2021-11-17 10:38:56.142130
28;2021-11-17 10:38:58.175093
38;2021-11-17 10:39:00.188030
24;2021-11-17 10:39:02.131914
32;2021-11-17 10:39:04.158774
29;2021-11-17 10:39:06.146591
29;2021-11-17 10:39:08.148577
23;2021-11-17 10:39:10.114341
37;2021-11-17 10:39:12.128746
24;2021-11-17 10:39:14.433293
29;2021-11-17 10:39:16.122233
28;2021-11-17 10:39:18.134648
31;2021-11-17 10:39:20.127767
20;2021-11-17 10:39:22.121513
28;2021-11-17 10:39:24.144445
35;2021-11-17 10:39:25.707495
24;2021-11-17 10:39:26.825018
